,raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover.1,cloud_base_ft_agl.1,sky_cover.2,cloud_base_ft_agl.2,sky_cover.3,cloud_base_ft_agl.3,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
266,KVCV 091240Z AUTO 16005KT 10SM CLR 15/01 A3002 RMK AO2,KVCV,2024-10-09T12:40:00Z,34.5933,-117.389,15.0,1.0,160,5.0,,10+,30.02,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,871.0
267,KVBG 091240Z AUTO 00000KT 3SM BR OVC004 13/13 A2994 RMK AO2 CIG 001 RWY12 SLP141 TSNO $,KVBG,2024-10-09T12:40:00Z,34.733,-120.583,13.0,13.0,0,0.0,,3,29.94,1014.1,,True,True,True,,True,,,BR,OVC,400.0,,,,,,,LIFR,,,,,,,,,,,,SPECI,96.0
268,KTDF 091240Z AUTO 00000KT 10SM CLR 09/09 A3008 RMK AO2,KTDF,2024-10-09T12:40:00Z,36.284,-78.9884,9.0,9.0,0,0.0,,10+,30.08,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,180.0
269,KSBD 091240Z AUTO 00000KT 10SM CLR 17/06 A2993 RMK AO2 T01730060,KSBD,2024-10-09T12:40:00Z,34.09,-117.247,17.3,6.0,0,0.0,,10+,29.93,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,353.0
270,KQEY 091240Z AUTO 00000KT 9999 BKN210 16/14 A2973 RMK A02 TSNO,KQEY,2024-10-09T12:40:00Z,-99.99,-99.99,16.0,14.0,0,0.0,,6+,29.73,,,True,True,,,True,,,,BKN,21000.0,,,,,,,VFR,,,,,,,,,,,,METAR,9999.0
271,KQER 091240Z AUTO 16002KT 9999 SCT220 13/12 A3000 RMK A02 TSNO,KQER,2024-10-09T12:40:00Z,-99.99,-99.99,13.0,12.0,160,2.0,,6+,30.0,,,True,True,,,True,,,,SCT,22000.0,,,,,,,VFR,,,,,,,,,,,,METAR,9999.0
272,KLHM 091240Z AUTO 17006KT 10SM CLR 16/08 A2986 RMK AO1,KLHM,2024-10-09T12:40:00Z,38.9148,-121.352,16.0,8.0,170,6.0,,10+,29.86,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,36.0
273,KIPJ 091240Z AUTO 00000KT 10SM CLR 13/11 A3007 RMK AO2 T01290113,KIPJ,2024-10-09T12:40:00Z,35.4861,-81.1564,12.9,11.3,0,0.0,,10+,30.07,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,266.0
274,KGUL 091240Z AUTO 01006KT 10SM CLR 26/17 A2991 RMK A01,KGUL,2024-10-09T12:40:00Z,27.3039,-93.5383,26.0,17.0,10,6.0,,10+,29.91,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,20.0
275,KETC 091240Z AUTO 00000KT 10SM 13/12 A3003 RMK AO2 T01270118,KETC,2024-10-09T12:40:00Z,35.9363,-77.5416,12.7,11.8,0,0.0,,10+,30.03,,,True,True,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,15.0
276,KCBE 091240Z AUTO 00000KT 10SM CLR 07/06 A3006 RMK AO2 T00670058,KCBE,2024-10-09T12:40:00Z,39.6182,-78.7598,6.7,5.8,0,0.0,,10+,30.06,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,226.0
277,KACZ 091240Z AUTO 36003KT 10SM CLR 15/13 A3002 RMK AO2 T01510130,KACZ,2024-10-09T12:40:00Z,34.718,-78.005,15.1,13.0,360,3.0,,10+,30.02,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,30.0
278,K1D1 091240Z AUTO 13005KT 10SM CLR 04/04 A3001 RMK AO2,K1D1,2024-10-09T12:40:00Z,45.231,-96.566,4.0,4.0,130,5.0,,10+,30.01,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,340.0
279,CYET 091240Z AUTO 11018KT 030V120 9SM -RA BKN047 OVC060 06/02 A2991 RMK SLP154,CYET,2024-10-09T12:40:00Z,53.58,-116.455,6.0,2.0,110,18.0,,9,29.91,1015.4,,True,,,,,,,-RA,BKN,4700.0,OVC,6000.0,,,,,VFR,,,,,,,,,,,,SPECI,925.0
280,CYCA 091240Z AUTO 06005KT 7SM BKN009 OVC015 06/05 A3016 RMK SLP215,CYCA,2024-10-09T12:40:00Z,53.683,-57.042,6.0,5.0,60,5.0,,7,30.16,1021.5,,True,,,,,,,,BKN,900.0,OVC,1500.0,,,,,IFR,,,,,,,,,,,,SPECI,12.0
281,SAVC 091239Z 28013KT CAVOK 22/M03 Q1016,SAVC,2024-10-09T12:39:00Z,-45.79,-67.471,22.0,-3.0,280,13.0,,6+,30.0,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,SPECI,58.0
282,PAVC 091239Z AUTO VRB03KT 10SM BKN023 OVC031 A2991 RMK AO2 UPB1158E14RAB14E15 FZRANO PNO $,PAVC,2024-10-09T12:39:00Z,55.115,-162.271,,,VRB,3.0,,10+,29.91,,,True,True,True,,,True,,,BKN,2300.0,OVC,3100.0,,,,,MVFR,,,,,,,,,,,,SPECI,48.0
283,KMIE 091239Z AUTO 00000KT 10SM FEW002 08/06 A3010 RMK AO2 T00830056,KMIE,2024-10-09T12:39:00Z,40.2345,-85.3936,8.3,5.6,0,0.0,,10+,30.1,,,True,True,,,,,,,FEW,200.0,,,,,,,VFR,,,,,,,,,,,,SPECI,286.0
284,KFLL 091239Z 12014KT 10SM SCT015 SCT045 BKN250 29/26 A2974 RMK AO2 T02890256,KFLL,2024-10-09T12:39:00Z,26.0787,-80.1622,28.9,25.6,120,14.0,,10+,29.74,,,,True,,,,,,,SCT,1500.0,SCT,4500.0,BKN,25000.0,,,VFR,,,,,,,,,,,,SPECI,1.0
285,K2V6 091239Z AUTO 28008KT 10SM CLR 08/M02 A3009 RMK AO2,K2V6,2024-10-09T12:39:00Z,40.1047,-102.713,8.0,-2.0,280,8.0,,10+,30.09,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1257.0
286,EHGR 091239Z AUTO 17008KT 120V190 9999 DZRA FEW016 BKN075 OVC080 15/13 Q0988 BLU TEMPO SCT015 BKN18,EHGR,2024-10-09T12:39:00Z,51.565,4.935,15.0,13.0,170,8.0,,6+,29.17,,,True,,,,,,,DZ RA,FEW,1600.0,BKN,7500.0,OVC,8000.0,,,VFR,,,,,,,,,,,,SPECI,12.0
287,CYGV 091239Z AUTO 07018G29KT 7SM -RA BKN009 BKN012 OVC019 09/08 A2969 RMK PRESFR PCPN 1.5MM PAST HR SLP056,CYGV,2024-10-09T12:39:00Z,50.286,-63.606,9.0,8.0,70,18.0,29.0,7,29.69,1005.6,,True,,,,,,,-RA,BKN,900.0,BKN,1200.0,OVC,1900.0,,,IFR,,,,,,,,,,,,SPECI,32.0
288,CYFB 091239Z 14016KT 20SM OVC012 02/01 A3033 RMK SC8 SLP275,CYFB,2024-10-09T12:39:00Z,63.75,-68.544,2.0,1.0,140,16.0,,20,30.33,1027.5,,,,,,,,,,OVC,1200.0,,,,,,,MVFR,,,,,,,,,,,,SPECI,23.0
289,VEAT 091238Z 36003KT 4000 BR SCT018 FEW030CB SCT100 29/27 Q1008 NOSIG,VEAT,2024-10-09T12:38:00Z,23.887,91.24,29.0,27.0,360,3.0,,2.49,29.76,,,,,,True,,,,BR,SCT,1800.0,FEW,3000.0,SCT,10000.0,,,IFR,,,,,,,,,,,,METAR,20.0
290,RKJB 091238Z 20002KT 6000 -RA BKN030 OVC070 17/17 Q1015 NOSIG,RKJB,2024-10-09T12:38:00Z,34.991,126.383,17.0,17.0,200,2.0,,3.73,29.97,,,,,,True,,,,-RA,BKN,3000.0,OVC,7000.0,,,,,MVFR,,,,,,,,,,,,SPECI,16.0
291,KHZY 091238Z AUTO 00000KT 10SM FEW029 SCT035 08/06 A3003 RMK AO2 T00830061,KHZY,2024-10-09T12:38:00Z,41.7794,-80.6968,8.3,6.1,0,0.0,,10+,30.03,,,True,True,,,,,,,FEW,2900.0,SCT,3500.0,,,,,VFR,,,,,,,,,,,,SPECI,279.0
292,KACV 091238Z AUTO 30003KT 1/4SM R32/1000V1600FT FG VV002 12/12 A3002 RMK AO2 T01220122,KACV,2024-10-09T12:38:00Z,40.9784,-124.105,12.2,12.2,300,3.0,,0.25,30.02,,,True,True,,,,,,FG,OVX,0.0,,,,,,,LIFR,,,,,,,,,,,200.0,SPECI,63.0
293,CYSC 091238Z AUTO 00000KT 9SM SCT024 SCT030 BKN039 OVC050 07/06 A2983 RMK SLP109,CYSC,2024-10-09T12:38:00Z,45.44,-71.692,7.0,6.0,0,0.0,,9,29.83,1010.9,,True,,,,,,,,SCT,2400.0,SCT,3000.0,BKN,3900.0,OVC,5000.0,VFR,,,,,,,,,,,,SPECI,236.0
294,CWSA 091238Z AUTO 25011G17KT 6SM BR FEW015 16/13 A2984 RMK SLP108 DENSITY ALT 300FT,CWSA,2024-10-09T12:38:00Z,43.933,-60.002,16.0,13.0,250,11.0,17.0,6,29.84,1010.8,,True,,,,,,,BR,FEW,1500.0,,,,,,,VFR,,,,,,,,,,,,SPECI,4.0
295,KSRQ 091237Z 07012G23KT 10SM -RA BKN011 BKN022 OVC060 24/23 A2967 RMK AO2 TSB1157E16 P0063 T02440233,KSRQ,2024-10-09T12:37:00Z,27.4015,-82.5596,24.4,23.3,70,12.0,23.0,10+,29.67,,,,True,,,,,,-RA,BKN,1100.0,BKN,2200.0,OVC,6000.0,,,MVFR,,,,,,,,,,,,SPECI,5.0
296,KSET 091237Z AUTO 00000KT 9SM OVC002 07/06 A3011 RMK AO2 T00670056 $,KSET,2024-10-09T12:37:00Z,38.9304,-90.4329,6.7,5.6,0,0.0,,9,30.11,,,True,True,True,,,,,,OVC,200.0,,,,,,,LIFR,,,,,,,,,,,,SPECI,133.0
297,KALI 091237Z AUTO 02005KT 1/4SM FG VV011 19/19 A2999 RMK AO2 T01940194,KALI,2024-10-09T12:37:00Z,27.7413,-98.0251,19.4,19.4,20,5.0,,0.25,29.99,,,True,True,,,,,,FG,OVX,0.0,,,,,,,LIFR,,,,,,,,,,,1100.0,SPECI,52.0
298,EHVK 091237Z AUTO 18009KT 140V230 9999 -RA SCT015CB BKN016 BKN061 BKN073 15/13 Q0989 WHT BECMG 15005KT TEMPO 4500 RA SCT014 BKN020,EHVK,2024-10-09T12:37:00Z,51.658,5.707,15.0,13.0,180,9.0,,6+,29.2,,,True,,,,,,,-RA,SCT,1500.0,BKN,1600.0,BKN,6100.0,BKN,7300.0,MVFR,,,,,,,,,,,,SPECI,20.0
299,URWI 091236Z 31012G17MPS CAVOK 21/05 Q1012 R27/010065 NOSIG,URWI,2024-10-09T12:36:00Z,46.374,44.331,21.0,5.0,310,23.0,33.0,6+,29.88,,,,,,True,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,SPECI,145.0
300,UMKK 091236Z 21005MPS 6000 -SHRA BKN006 BKN014CB 15/15 Q0998 R24/290095 NOSIG RMK QBB180 OBST OBSC QFE747/0996,UMKK,2024-10-09T12:36:00Z,54.885,20.583,15.0,15.0,210,10.0,,3.73,29.47,,,,,,True,,,,-SHRA,BKN,600.0,BKN,1400.0,,,,,IFR,,,,,,,,,,,,SPECI,6.0
301,PABT 091236Z 00000KT 1/2SM SN FZFG VV013 M01/M01 A2968 RMK AO2 P0003 T10061011 $,PABT,2024-10-09T12:36:00Z,66.9176,-151.519,-0.6,-1.1,0,0.0,,0.5,29.68,,,,True,True,,,,,SN FZFG,OVX,0.0,,,,,,,LIFR,,,,,,0.03,,,,,1300.0,SPECI,195.0
302,MMIA 091236Z RTD 00000KT 6SM BKN100 21/18 A3000 RMK 8/030 RTS,MMIA,2024-10-09T12:36:00Z,19.276,-103.576,21.0,18.0,0,0.0,,6,30.0,,,,,,,,,,,BKN,10000.0,,,,,,,VFR,,,,,,,,,,,,METAR,744.0
303,LEXJ 091236Z 30015KT 270V340 5000 RA SCT015 BKN045 20/18 Q0988,LEXJ,2024-10-09T12:36:00Z,43.429,-3.831,20.0,18.0,300,15.0,,3.11,29.17,,,,,,,,,,RA,SCT,1500.0,BKN,4500.0,,,,,MVFR,,,,,,,,,,,,SPECI,1.0
304,KVSF 091236Z AUTO 00000KT 1/4SM FG VV001 03/03 A2989 RMK AO2 T00330028,KVSF,2024-10-09T12:36:00Z,43.3421,-72.5213,3.3,2.8,0,0.0,,0.25,29.89,,,True,True,,,,,,FG,OVX,0.0,,,,,,,LIFR,,,,,,,,,,,100.0,SPECI,176.0
305,KSLH 091236Z AUTO 32010G17KT 10SM SCT050 09/04 A3003 RMK AO2,KSLH,2024-10-09T12:36:00Z,45.6523,-84.5202,9.0,4.0,320,10.0,17.0,10+,30.03,,,True,True,,,,,,,SCT,5000.0,,,,,,,VFR,,,,,,,,,,,,METAR,193.0
306,KPWC 091236Z AUTO 00000KT 10SM CLR 02/00 A3009 RMK AO2,KPWC,2024-10-09T12:36:00Z,46.7266,-94.3849,2.0,0.0,0,0.0,,10+,30.09,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,394.0
307,KNFG 091236Z AUTO 00000KT 2 1/2SM BR OVC003 17/14 A2991 RMK AO2 T01720139 $,KNFG,2024-10-09T12:36:00Z,33.304,-117.355,17.2,13.9,0,0.0,,2.5,29.91,,,True,True,True,,,,,BR,OVC,300.0,,,,,,,LIFR,,,,,,,,,,,,SPECI,21.0
308,KMCD 091236Z AUTO 10SM CLR 07/04 A3003 RMK AO2,KMCD,2024-10-09T12:36:00Z,45.866,-84.634,7.0,4.0,,,,10+,30.03,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,228.0
309,KI69 091236Z AUTO 00000KT 10SM CLR 07/06 A3010 RMK AO1 T00710064,KI69,2024-10-09T12:36:00Z,39.078,-84.21,7.1,6.4,0,0.0,,10+,30.1,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,238.0
310,KHFF 091236Z AUTO 01003KT 10SM CLR 12/11 A3002 RMK AO2 SLP168 $,KHFF,2024-10-09T12:36:00Z,35.0424,-79.4973,12.0,11.0,10,3.0,,10+,30.02,1016.8,,True,True,True,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,100.0
311,KGKT 091236Z AUTO 00000KT 10SM CLR 09/09 A3009 RMK A01,KGKT,2024-10-09T12:36:00Z,35.8568,-83.5333,9.0,9.0,0,0.0,,10+,30.09,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,305.0
312,KCEC 091236Z AUTO 00000KT 1 1/2SM BR OVC003 12/12 A3003 RMK AO2 T01220122,KCEC,2024-10-09T12:36:00Z,41.7836,-124.238,12.2,12.2,0,0.0,,1.5,30.03,,,True,True,,,,,,BR,OVC,300.0,,,,,,,LIFR,,,,,,,,,,,,SPECI,17.0
313,KBBB 091236Z AUTO 00000KT 10SM CLR 07/03 A3003 RMK AO2,KBBB,2024-10-09T12:36:00Z,45.331,-95.6469,7.0,3.0,0,0.0,,10+,30.03,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,315.0
314,KAEL 091236Z AUTO 00000KT 4SM BR CLR 05/04 A3002 RMK AO2,KAEL,2024-10-09T12:36:00Z,43.6823,-93.3722,5.0,4.0,0,0.0,,4,30.02,,,True,True,,,,,,BR,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,382.0
315,CYZY 091236Z AUTO 11004KT 9SM CLR 00/00 A2986 RMK ICE PAST HR SLP145,CYZY,2024-10-09T12:36:00Z,55.303,-123.135,0.0,0.0,110,4.0,,9,29.86,1014.5,,True,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,694.0
316,CYTS 091236Z 33007G15KT 1 3/4SM -RA BR SCT006 OVC009 03/03 A2990 RMK SF3SC5 SLP141,CYTS,2024-10-09T12:36:00Z,48.568,-81.378,3.0,3.0,330,7.0,15.0,1.75,29.9,1014.1,,,,,,,,,-RA BR,SCT,600.0,OVC,900.0,,,,,IFR,,,,,,,,,,,,SPECI,290.0
317,CYRV 091236Z AUTO 35006KT 9SM -RA FEW007 SCT016 BKN021 OVC076 11/10 A2994 RMK PCPN 0.5MM PAST HR SLP148,CYRV,2024-10-09T12:36:00Z,50.958,-118.176,11.0,10.0,350,6.0,,9,29.94,1014.8,,True,,,,,,,-RA,FEW,700.0,SCT,1600.0,BKN,2100.0,OVC,7600.0,MVFR,,,,,,,,,,,,SPECI,456.0
318,CYBX 091236Z 08014G20KT 8SM BKN008 OVC013 07/06 A3010 RMK SC5SC3 SLP196,CYBX,2024-10-09T12:36:00Z,51.442,-57.188,7.0,6.0,80,14.0,20.0,8,30.1,1019.6,,,,,,,,,,BKN,800.0,OVC,1300.0,,,,,IFR,,,,,,,,,,,,SPECI,32.0
319,TJPS 091235Z AUTO VRB03KT 10SM CLR 32/28 A2996 RMK AO2 PWINO,TJPS,2024-10-09T12:35:00Z,18.011,-66.567,32.0,28.0,VRB,3.0,,10+,29.96,,,True,True,,,,,True,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,12.0
320,SBRJ 091235Z 14008KT 7000 SCT018 24/20 Q1014,SBRJ,2024-10-09T12:35:00Z,-22.91,-43.163,24.0,20.0,140,8.0,,4.35,29.94,,,,,,,,,,,SCT,1800.0,,,,,,,MVFR,,,,,,,,,,,,SPECI,6.0
321,PFCB 091235Z AUTO 03004KT 10SM SCT055 OVC075 08/07 A2959 RMK AO2 T00790072,PFCB,2024-10-09T12:35:00Z,60.0785,-147.995,7.9,7.2,30,4.0,,10+,29.59,,,True,True,,,,,,,SCT,5500.0,OVC,7500.0,,,,,VFR,,,,,,,,,,,,METAR,22.0
322,PANA 091235Z AUTO 12008KT 4SM BR OVC014 00/M01 A2978 RMK AO2 UPB15E21SNE15 P0000 FZRANO TSNO,PANA,2024-10-09T12:35:00Z,60.694,-161.978,0.0,-1.0,120,8.0,,4,29.78,,,True,True,,,True,True,,BR,OVC,1400.0,,,,,,,MVFR,,,,,,0.005,,,,,,SPECI,7.0
323,PALU 091235Z AUTO 35008KT 10SM OVC025 01/M02 A2987 RMK AO2 SLP114,PALU,2024-10-09T12:35:00Z,68.873,-166.101,1.0,-2.0,350,8.0,,10+,29.87,1011.4,,True,True,,,,,,,OVC,2500.0,,,,,,,MVFR,,,,,,,,,,,,SPECI,8.0
324,PAAD 091235Z AUTO 23005KT 10SM OVC024 M03/M05 A2981 RMK AO2 T10321049,PAAD,2024-10-09T12:35:00Z,70.136,-146.29,-3.2,-4.9,230,5.0,,10+,29.81,,,True,True,,,,,,,OVC,2400.0,,,,,,,MVFR,,,,,,,,,,,,METAR,8.0
325,KZPH 091235Z AUTO 04010KT 4SM +RA 24/ A2979 RMK A02 P0006 T0239////,KZPH,2024-10-09T12:35:00Z,28.2268,-82.1564,23.9,,40,10.0,,4,29.79,,,True,True,,,,,,+RA,,,,,,,,,MVFR,,,,,,0.06,,,,,,METAR,26.0
326,KZER 091235Z AUTO 33004KT 10SM CLR 08/03 A2996 RMK AO2,KZER,2024-10-09T12:35:00Z,40.7072,-76.371,8.0,3.0,330,4.0,,10+,29.96,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,518.0
327,KY70 091235Z AUTO 28002KT 10SM CLR 03/01 A3009 RMK AO2,KY70,2024-10-09T12:35:00Z,42.9398,-85.0653,3.0,1.0,280,2.0,,10+,30.09,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,247.0
328,KY63 091235Z AUTO 13008KT 10SM CLR 11/02 A3002 RMK AO2 T01060017,KY63,2024-10-09T12:35:00Z,45.9891,-95.9946,10.6,1.7,130,8.0,,10+,30.02,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,367.0
329,KY51 091235Z AUTO 10007KT 10SM CLR 08/02 A3006 RMK AO2 T00820015,KY51,2024-10-09T12:35:00Z,43.5814,-90.8997,8.2,1.5,100,7.0,,10+,30.06,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,390.0
330,KY49 091235Z AUTO 13003KT 10SM CLR 06/02 A3006 RMK AO2 T00640017,KY49,2024-10-09T12:35:00Z,47.1599,-94.6433,6.4,1.7,130,3.0,,10+,30.06,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,413.0
331,KY31 091235Z AUTO 28009KT 10SM SCT037 03/02 A3005 RMK AO2 T00270016,KY31,2024-10-09T12:35:00Z,44.2434,-84.18,2.7,1.6,280,9.0,,10+,30.05,,,True,True,,,,,,,SCT,3700.0,,,,,,,VFR,,,,,,,,,,,,METAR,264.0
332,KY23 091235Z AUTO 00000KT 10SM CLR 04/03 A3010 RMK AO2 T00400032,KY23,2024-10-09T12:35:00Z,45.311,-91.638,4.0,3.2,0,0.0,,10+,30.1,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,322.0
333,KY19 091235Z AUTO 26006KT 9SM SCT041 SCT047 07/02 A2993 RMK AO2,KY19,2024-10-09T12:35:00Z,46.7648,-100.894,7.0,2.0,260,6.0,,9,29.93,,,True,True,,,,,,,SCT,4100.0,SCT,4700.0,,,,,VFR,,,,,,,,,,,,METAR,591.0
334,KXSA 091235Z AUTO 21003KT 10SM CLR 11/11 A3004 RMK AO2 T01100109,KXSA,2024-10-09T12:35:00Z,37.8606,-76.9016,11.0,10.9,210,3.0,,10+,30.04,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,41.0
335,KXLL 091235Z AUTO 00000KT 10SM CLR 11/07 A2996 RMK AO2,KXLL,2024-10-09T12:35:00Z,40.5704,-75.4894,11.0,7.0,0,0.0,,10+,29.96,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,118.0
336,KXBP 091235Z AUTO 00000KT 10SM CLR 13/10 A3008 RMK AO2 T01270095,KXBP,2024-10-09T12:35:00Z,33.1729,-97.8268,12.7,9.5,0,0.0,,10+,30.08,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,256.0
337,KX60 091235Z AUTO 05009KT 10SM -RA BKN008 OVC024 23/22 A2984 RMK AO2 P0005 T02290224,KX60,2024-10-09T12:35:00Z,29.3524,-82.4743,22.9,22.4,50,9.0,,10+,29.84,,,True,True,,,,,,-RA,BKN,800.0,OVC,2400.0,,,,,IFR,,,,,,0.05,,,,,,METAR,21.0
338,KX26 091235Z AUTO 10SM SCT020 SCT025 BKN032 27/24 A2977 RMK AO2 LTG DSNT NW,KX26,2024-10-09T12:35:00Z,27.813,-80.497,27.0,24.0,,,,10+,29.77,,,True,True,,,,,,,SCT,2000.0,SCT,2500.0,BKN,3200.0,,,VFR,,,,,,,,,,,,METAR,5.0
339,KWYS 091235Z AUTO 00000KT 10SM CLR M04/M06 A3025 RMK AO2,KWYS,2024-10-09T12:35:00Z,44.6811,-111.124,-4.0,-6.0,0,0.0,,10+,30.25,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2025.0
340,KWWR 091235Z AUTO 21005KT 10SM CLR 17/11 A3004 RMK AO2,KWWR,2024-10-09T12:35:00Z,36.4374,-99.5234,17.0,11.0,210,5.0,,10+,30.04,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,664.0
341,KWDR 091235Z AUTO 00000KT 10SM CLR 15/13 A3006 RMK AO2,KWDR,2024-10-09T12:35:00Z,33.981,-83.667,15.0,13.0,0,0.0,,10+,30.06,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,280.0
342,KW99 091235Z AUTO 09004KT 10SM CLR 06/06 A3003 RMK AO2 T00630061,KW99,2024-10-09T12:35:00Z,38.9947,-79.1421,6.3,6.1,90,4.0,,10+,30.03,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,288.0
343,KW96 091235Z AUTO 00000KT 10SM CLR 10/09 A3004 RMK AO1 T00990092,KW96,2024-10-09T12:35:00Z,37.5027,-77.126,9.9,9.2,0,0.0,,10+,30.04,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,35.0
344,KW81 091235Z AUTO 00000KT 10SM CLR 09/08 A3004 RMK AO1 T00900076,KW81,2024-10-09T12:35:00Z,37.1813,-78.0977,9.0,7.6,0,0.0,,10+,30.04,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,121.0
345,KW78 091235Z AUTO 00000KT 10SM CLR 10/09 A3006 RMK AO1 T00980090,KW78,2024-10-09T12:35:00Z,36.7087,-78.846,9.8,9.0,0,0.0,,10+,30.06,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,120.0
346,KW75 091235Z AUTO 00000KT 10SM CLR 13/11 A3003 RMK AO1 T01340110,KW75,2024-10-09T12:35:00Z,37.6024,-76.4477,13.4,11.0,0,0.0,,10+,30.03,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,8.0
347,KW63 091235Z AUTO 00000KT 10SM CLR 10/10 A3005 RMK AO1,KW63,2024-10-09T12:35:00Z,36.6008,-78.5559,10.0,10.0,0,0.0,,10+,30.05,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,126.0
348,KW43 091235Z AUTO 20007KT 10SM CLR 07/M03 A3009 RMK AO2,KW43,2024-10-09T12:35:00Z,44.6607,-104.568,7.0,-3.0,200,7.0,,10+,30.09,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1292.0
349,KW31 091235Z AUTO 00000KT 10SM CLR 13/10 A3004 RMK AO1 T01260097,KW31,2024-10-09T12:35:00Z,36.9599,-78.1838,12.6,9.7,0,0.0,,10+,30.04,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,159.0
350,KW22 091235Z AUTO 20003KT 10SM CLR 07/05 A3007 RMK AO2,KW22,2024-10-09T12:35:00Z,39.001,-80.2712,7.0,5.0,200,3.0,,10+,30.07,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,497.0
351,KW13 091235Z AUTO 19003KT 10SM CLR 08/06 A3005 RMK AO1 T00760063,KW13,2024-10-09T12:35:00Z,38.077,-78.944,7.6,6.3,190,3.0,,10+,30.05,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,440.0
352,KVYS 091235Z AUTO 00000KT 10SM CLR 07/06 A3008 RMK AO2 T00680057,KVYS,2024-10-09T12:35:00Z,41.3517,-89.1496,6.8,5.7,0,0.0,,10+,30.08,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,198.0
